location,LOC,place,potential_locations,lon,lat,id,tweet,processed,triggers
"zakiys place, Singapore",zakiys place,,,91.7783066,26.1836066,63113700000000000,oooh i'm home!! and i smell nasi ayam!! hees (@ zakiy's place)  http://4sq.com/idexbd,oooh im home and i smell nasi ayam hees  zakiys place http 4sq comidexbd,
"taman jurong market, Singapore",taman jurong market,,Taman Jurong Market ,103.7216667,1.3344444,63049100000000000,omg the fucking smell is horrendous!!!! (@ taman jurong market & food centre)  http://4sq.com/eu7cbg,omg the fucking smell is horrendous  taman jurong market  food centre http 4sq comeu7cbg,fucking
"lasalle basement, Singapore",lasalle basement,,LASALLE Basement ,103.8516643,1.3028135,62972000000000000,"my hands smell like steel okay, amanda??? (@ lasalle basement w/ @manda_ting)  http://4sq.com/fobhyz",my hands smell like steel okay amanda  lasalle basement w mandating http 4sq comfobhyz,steel hands
"chomp chomp food centre, Singapore",chomp chomp food centre,,Chomp Chomp Food ,103.8666004,1.3642285,61354500000000000,bbq stingray please.. and now i smell like some kinda cooked food. (@ chomp chomp food centre)  http://4sq.com/hbgxwh,bbq stingray please and now i smell like some kinda cooked food  chomp chomp food centre http 4sq comhbgxwh,kinda
"sengkang riverside park, Singapore",sengkang riverside park,,Sengkang Riverside ,103.8848743,1.3993143,61335800000000000,love the smell of nature.. (@ sengkang riverside park) [pic]:  http://4sq.com/hkbbtf,love the smell of nature  sengkang riverside park pic http 4sq comhkbbtf,
"st andrew cathedral, Singapore",st andrew cathedral,,St Andrew Cathedral ,103.8520692,1.2926218,61247100000000000,ok back in church and maybe of my coffee smell everyone looking back haha (@ st andrew cathedral Ì¨åå)  http://4sq.com/eskjov,ok back in church and maybe of my coffee smell everyone looking back haha  st andrew cathedral  http 4sq comeskjov,coffee
"pioneer mrt station, Singapore",pioneer mrt station,,Pioneer MRT Station ,103.697442,1.337526,60681000000000000,i can smell spring ckn!!! sooo hungry!!! (@ pioneer mrt station (ew28) w/ 4 others)  http://4sq.com/hfxmgh,i can smell spring ckn sooo hungry  pioneer mrt station ew28 w 4 others http 4sq comhfxmgh,
"al azhar eating house, Singapore",al azhar eating house,,,103.7752135,1.3429287,58950900000000000,i can smell your real pillows from here @plastikcup! (@ al-azhar eating house w/ @cosmichaos)  http://4sq.com/djjzqr,i can smell your real pillows from here plastikcup  al azhar eating house w cosmichaos http 4sq comdjjzqr,
"boon lay mrt station, Singapore",boon lay mrt station,,Boon Lay MRT Station ,103.7058277,1.3385559,57733400000000000,chocalatey vanilla smell again (@ boon lay mrt station (ew27) w/ 10 others)  http://4sq.com/fng2kb,chocalatey vanilla smell again  boon lay mrt station ew27 w 10 others http 4sq comfng2kb,vanilla
"shaw house, Singapore",shaw house,,Shaw ,103.8314774,1.3056995,57723700000000000,omg. got the chou dou fu smell!! and it's killing me x.x (@ shaw house)  http://4sq.com/e0u6hp,omg got the chou dou fu smell and its killing me x x  shaw house http 4sq come0u6hp,fu
"5 star corner, Singapore",5 star corner,,5,103.8946011,1.3705398,56999500000000000,i smell food. (@ 5 star corner (western food))  http://4sq.com/hhefvm,i smell food  5 star corner western food http 4sq comhhefvm,
"madras new woodlands restaurant, Singapore",madras new woodlands restaurant,,Madras New Woodlands ,103.852364,1.306361,56948800000000000,don't you just love the smell of fresh dhosai. (@ madras new woodlands restaurant)  http://4sq.com/hpsdsq,dont you just love the smell of fresh dhosai  madras new woodlands restaurant http 4sq comhpsdsq,dhosai
"garrett popcorn tampines mall, Singapore",garrett popcorn tampines mall,,Garrett Popcorn ,103.944707,1.3524854,56713600000000000,ahhhhh the smell is intoxicating (@ garrett popcorn @ tampines mall w/ 2 others)  http://4sq.com/faq8g2,ahhhhh the smell is intoxicating  garrett popcorn tampines mall w 2 others http 4sq comfaq8g2,
"jurong west st 41, Singapore",jurong west st 41,,Jurong West St 41,103.7232588,1.3482954,55526100000000000,i can smell the fish lemak chili padi!! (@ jurong west st 41 blk 464)  http://4sq.com/g2382c,i can smell the fish lemak chili padi  jurong west st 41 blk 464 http 4sq comg2382c,
"NUH, Singapore",NUH,,Accident ,103.7831756,1.2937278,53531000000000000,the smell of hospital sucks. (@ accident & emergency @ nuh w/ @nazrulyasin)  http://4sq.com/hmdrg5,the smell of hospital sucks  accident  emergency nuh w nazrulyasin http 4sq comhmdrg5,hospital
"anchorage gym, Singapore",anchorage gym,,Anchorage Gym ,-149.819671,61.21660799999999,53425100000000000,i smell like this place. Ì¨ååàÌ¨ååà (@ anchorage gym w/ @needmeibethere)  http://4sq.com/egk9pr,i smell like this place   anchorage gym w needmeibethere http 4sq comegk9pr,place
"starbucks, Singapore",starbucks,,,-80.120614,25.853093,53035600000000000,nice coffee smell ! (@ starbucks)  http://4sq.com/fk2gqq,nice coffee smell  starbucks http 4sq comfk2gqq,coffee
"starbucks, Singapore",starbucks,,,-80.120614,25.853093,50776600000000000,ahh.. the smell of fresh coffee (@ starbucks)  http://4sq.com/f0kni2,ahh the smell of fresh coffee  starbucks http 4sq comf0kni2,coffee
"mui home, Singapore",mui home,,Mui ,103.8399689,1.3304462,49782500000000000,home and had my shower! i smell darn good! 8) (@ mui home)  http://4sq.com/eov9yw,home and had my shower i smell darn good 8  mui home http 4sq comeov9yw,
"makansutra gluttons bay, Singapore",makansutra gluttons bay,,Makansutra Gluttons Bay ,103.8568863,1.2895026,49460500000000000,i'm gonna smell like bbq after this... (@ makansutra gluttons bay w/ 2 others)  http://4sq.com/fqdjve,im gonna smell like bbq after this  makansutra gluttons bay w 2 others http 4sq comfqdjve,bbq
"pioneer mrt station, Singapore",pioneer mrt station,,Pioneer MRT Station ,103.697442,1.337526,49363500000000000,this mrt station is prob the dirtiest. you smell it before you enter (@ pioneer mrt station (ew28) w/ 3 others)  http://4sq.com/f5upnw,this mrt station is prob the dirtiest you smell it before you enter  pioneer mrt station ew28 w 3 others http 4sq comf5upnw,
"tampines regional library, Singapore",tampines regional library,,Tampines Regional ,103.941163,1.3522195,46888500000000000,i love the smell here (@ tampines regional library)  http://4sq.com/fgrzpr,i love the smell here  tampines regional library http 4sq comfgrzpr,
"hersheys citylink mall, Singapore",hersheys citylink mall,,,103.8551998,1.2913085,45773800000000000,the smell of popcorn from next door is overwhelming (@ hershey's citylink mall)  http://4sq.com/ikqziv,the smell of popcorn from next door is overwhelming  hersheys citylink mall http 4sq comikqziv,from
"causeway point, Singapore",causeway point,,Causeway ,103.7860127,1.4359844,43938100000000000,can't stand here. always got ppl blocking my way! and the toilet don't have my house toilet smell! (@ causeway point)  http://4sq.com/dsk7jp,cant stand here always got ppl blocking my way and the toilet dont have my house toilet smell  causeway point http 4sq comdsk7jp,toilet
"myvillage at serangoon garden, Singapore",myvillage at serangoon garden,,myVillage at Serangoon ,103.8652996,1.364948,43482600000000000,really like the smell here! ;p (@ myvillage at serangoon garden)  http://4sq.com/gwc1ip,really like the smell here p  myvillage at serangoon garden http 4sq comgwc1ip,
"653 jalan tenaga, Singapore",653 jalan tenaga,,653,103.9075567,1.3330212,42516800000000000,i smell homecooked food :)))) (@ 653 jalan tenaga)  http://4sq.com/i2oad7,i smell homecooked food   653 jalan tenaga http 4sq comi2oad7,
"441 sin ming avenue, Singapore",441 sin ming avenue,,441,103.8314948,1.359049,39182400000000000,the evocative smell of fresh cigarette in the mornings. (@ 441 sin ming avenue)  http://4sq.com/gmxhsx,the evocative smell of fresh cigarette in the mornings  441 sin ming avenue http 4sq comgmxhsx,cigarette  evocative
"macpherson mrt , Singapore",macpherson mrt ,,MacPherson MRT ,103.8898898,1.3267049,38499100000000000,i smell the rain !! please do not rain ! i nvr take umbrella (@ macpherson mrt cc10/dt26)  http://4sq.com/gg8vcr,i smell the rain please do not rain i nvr take umbrella  macpherson mrt cc10dt26 http 4sq comgg8vcr,
"compass point, Singapore",compass point,,Compass Point ,103.8954118,1.3924343,36645600000000000,thinks the smell of bak kwa + breadtalk + durian is nauseating... (@ compass point - #b1)  http://4sq.com/h1supe,thinks the smell of bak kwa  breadtalk  durian is nauseating  compass point b1 http 4sq comh1supe,kwa
"140 rivervale street, Singapore",140 rivervale street,,140,103.9037255,1.3892897,35600800000000000,awake an hr ago and i smell mom's nasi lemak. hehehe! (@ 140 rivervale street)  http://4sq.com/g1chhr,awake an hr ago and i smell moms nasi lemak hehehe  140 rivervale street http 4sq comg1chhr,
"pasir ris,dr, Singapore","pasir ris,dr",,,103.9488267,1.3711059,35379800000000000,was there a major fire in @pasir_ris? the air smell burnt. don't tell me it's e haze. headache (@ pasir ris dr 6)  http://4sq.com/evrczo,was there a major fire in pasirris the air smell burnt dont tell me its e haze headache  pasir ris dr 6 http 4sq comevrczo,air
"budget terminal, Singapore",budget terminal,,Budget Terminal ,103.9835207,1.3400969,31283600000000000,holiday..can you smell it? ;) (@ budget terminal w/ 8 others)  http://4sq.com/f8x2kd,holiday can you smell it   budget terminal w 8 others http 4sq comf8x2kd,
"starbucks, Singapore",starbucks,,,-80.120614,25.853093,30255700000000000,coffee & cigarettes (smell) (@ starbucks)  http://4sq.com/flln60,coffee  cigarettes smell  starbucks http 4sq comflln60,cigarettes
"199c punggol field, Singapore",199c punggol field,,199C Punggol ,103.905878,1.4005749,29857100000000000,loving the smell from the kitchen! (@ 199c punggol field)  http://4sq.com/dtnwkx,loving the smell from the kitchen  199c punggol field http 4sq comdtnwkx,
"my happy house, Singapore",my happy house,,My Happy ,103.8391475,1.2984001,29557000000000000,i smell war. (@ my happy house)  http://4sq.com/fpzp33,i smell war  my happy house http 4sq comfpzp33,
"east coast park beach, Singapore",east coast park beach,,East Coast Park ,103.9121866,1.3007842,28859800000000000,we all smell like prawns! ha! (@ east coast park beach)  http://4sq.com/f8wj7r,we all smell like prawns ha  east coast park beach http 4sq comf8wj7r,ha
"garretts popcorn shop rws pic, Singapore",garretts popcorn shop rws pic,,,103.7055084,1.3390499,28785200000000000,oh the intoxicating smell! just gotta have'em (@ garrett's popcorn shop @ rws) [pic]:  http://4sq.com/g00zol,oh the intoxicating smell just gotta haveem  garretts popcorn shop rws pic http 4sq comg00zol,intoxicating
"segar garden carpark 480a, Singapore",segar garden carpark 480a,,Segar ,103.7725926,1.3879409,28578300000000000,got wedding today and the food smell nice... (@ segar garden@carpark 480a)  http://4sq.com/i8jbhp,got wedding today and the food smell nice  segar garden carpark 480a http 4sq comi8jbhp,food
"thaipusam festival, Singapore",thaipusam festival,,Thaipusam Festival ,103.8560729,1.3132706,28088600000000000,"passing through, oh the smell hahaha i'm sorry. (@ thaipusam festival w/ @squidsparkle)  http://4sq.com/fgci27",passing through oh the smell hahaha im sorry  thaipusam festival w squidsparkle http 4sq comfgci27,
"starbucks, Singapore",starbucks,,,-80.120614,25.853093,27298600000000000,coffee & cigarettes (smell) with stewie... (@ starbucks)  http://4sq.com/hg9hj0,coffee  cigarettes smell with stewie  starbucks http 4sq comhg9hj0,cigarettes
"shriro house, Singapore",shriro house,,Shriro ,103.8113246,1.28842,23058100000000000,almost there almost there.... the blue tones still doesn't smell quite right. (@ shriro house)  http://4sq.com/dhbzmo,almost there almost there the blue tones still doesnt smell quite right  shriro house http 4sq comdhbzmo,
"killiney kopitiam amoy street, Singapore",killiney kopitiam amoy street,,Killiney Kopitiam ,103.8470769,1.2878508,22927200000000000,smell the coffee (@ killiney kopitiam @ amoy street)  http://4sq.com/ieuntu,smell the coffee  killiney kopitiam amoy street http 4sq comieuntu,
"ion orchard, Singapore",ion orchard,,ION Orchard ,103.8319701,1.3039937,22163000000000000,starting to smell like the mall (@ ion orchard w/ 19 others)  http://4sq.com/dtmzpc,starting to smell like the mall  ion orchard w 19 others http 4sq comdtmzpc,mall
"tanjong rhu suspension footbridge, Singapore",tanjong rhu suspension footbridge,,Tanjong Rhu Suspension ,103.8737556,1.299197,20816000000000000,pondering... i smell fishy.. (@ tanjong rhu suspension footbridge)  http://4sq.com/hi60m6,pondering i smell fishy  tanjong rhu suspension footbridge http 4sq comhi60m6,
"jiaxiang pancake, Singapore",jiaxiang pancake,,pelshl Smell the goodness of life ,103.9535424,1.3435771,19353500000000000,@pelshl smell the goodness of life - durian! okay but not this for dinner (@ jiaxiang pancake)  http://4sq.com/h0eevz, pelshl smell the goodness of life durian okay but not this for dinner  jiaxiang pancake http 4sq comh0eevz,
"kbox at cineleisure 8th storey, Singapore",kbox at cineleisure 8th storey,,neasg ,103.8363441,1.301527,18870800000000000,this place is full of cig smoke smell! @neasg (@ kbox at cineleisure 8th storey)  http://4sq.com/gse8gj,this place is full of cig smoke smell neasg  kbox at cineleisure 8th storey http 4sq comgse8gj,smoke
"beach road food centre, Singapore",beach road food centre,,Beach Road Food Centre ,103.8639264,1.3033328,15639800000000000,"ohlah, mom wants her satay bee hoon! i feel like im gonna vomit-.- pungent smell all around. emo (@ beach road food centre w/ 10 others)",ohlah mom wants her satay bee hoon i feel like im gonna vomit pungent smell all around emo  beach road food centre w 10 others,pungent
"ji mei flower, Singapore",ji mei flower,,Ji Mei ,103.83607,1.339959,12002600000000000,the smell of the christmas trees in tropical singapore! (@ ji mei flower)  http://4sq.com/ahpgyv,the smell of the christmas trees in tropical singapore  ji mei flower http 4sq comahpgyv,christmas
"jurong east mrt, Singapore",jurong east mrt,,Jurong East MRT Station ,103.7420909,1.3331306,11372800000000000,forced to sit beside axe oil cheenaman. now i smell of menthol and oil. (@ jurong east mrt station (ns1/ew24) w/ 6 others),forced to sit beside axe oil cheenaman now i smell of menthol and oil  jurong east mrt station ns1ew24 w 6 others,menthol
"yishun northpoint, Singapore",yishun northpoint,,Yishun ,103.8364152,1.4279686,9843520000000000,i smell food! (@ yishun northpoint)  http://4sq.com/d3ohfj,i smell food  yishun northpoint http 4sq comd3ohfj,
"sim university, Singapore",sim university,,SIM University ,103.7764964,1.329147,9202950000000000,there's a groovy smell that is making me feel like i'm gonna throw up (@ sim university w/ 17 others)  http://4sq.com/7k8wpm,theres a groovy smell that is making me feel like im gonna throw up  sim university w 17 others http 4sq com7k8wpm,groovy
"block 141 bukit batok street 11, Singapore",block 141 bukit batok street 11,,Block 141,103.7433564,1.3503017,8399000000000000,i finally smell my home again... (@ block 141 bukit batok street 11)  http://4sq.com/cp9amk,i finally smell my home again  block 141 bukit batok street 11 http 4sq comcp9amk,finally
"tawandang microbrewery, Singapore",tawandang microbrewery,,Tawandang ,103.8115153,1.3061652,5939860000000000,i realli dun like the smell of wheat... (@ tawandang microbrewery)  http://4sq.com/4a4v9s,i realli dun like the smell of wheat  tawandang microbrewery http 4sq com4a4v9s,
"block 141 bukit batok street 11, Singapore",block 141 bukit batok street 11,,Block 141,103.7433564,1.3503017,5667520000000000,the smell of home lingers.. (@ block 141 bukit batok street 11)  http://4sq.com/cp9amk,the smell of home lingers  block 141 bukit batok street 11 http 4sq comcp9amk,home
"work boilermaster pte ltd, Singapore",work boilermaster pte ltd,,work ,103.6329601,1.2776005,5054630000000000,smell the air (@ work @boilermaster pte ltd)  http://4sq.com/bpqxnw,smell the air  work boilermaster pte ltd http 4sq combpqxnw,
"one north, Singapore",one north,,,103.7875947,1.2998113,3803320000000000,roasted dinner @ terry's & ck's. i can smell hptc from here. (@ one north residence)  http://4sq.com/bqnuwk,roasted dinner terrys  cks i can smell hptc from here  one north residence http 4sq combqnuwk,
"garretts popcorn shop rws, Singapore",garretts popcorn shop rws,,,103.8209671,1.2563446,3679850000000000,ooohh the smell of caramel popcorn! (@ garrett's popcorn shop @ rws)  http://4sq.com/9myehi,ooohh the smell of caramel popcorn  garretts popcorn shop rws http 4sq com9myehi,
"pool at the bayshore, Singapore",pool at the bayshore,,Pool At The ,103.9433153,1.321731,1104550000000000,the smell of banana boat (@ pool at the bayshore)  http://4sq.com/dtwy4n,the smell of banana boat  pool at the bayshore http 4sq comdtwy4n,boat
"38 lim tua tow road, Singapore",38 lim tua tow road,,38,103.8756723,1.3551768,567722000000000,satisfied :: 2 smelly pigs stinking up the house w bbq smell! (@ 38 lim tua tow road)  http://4sq.com/cyxkv2,satisfied 2 smelly pigs stinking up the house w bbq smell  38 lim tua tow road http 4sq comcyxkv2,
"pioneer mrt station, Singapore",pioneer mrt station,,Pioneer MRT Station ,103.697442,1.337526,29072755837,..i can smell the rain.. (@ pioneer mrt station w/ 3 others)  http://4sq.com/4nolqd, i can smell the rain  pioneer mrt station w 3 others http 4sq com4nolqd,
"4 soon lee rd, Singapore",4 soon lee rd,,4,103.70278,1.328322,29051282196,smell of indian curry powder (@ 4 soon lee rd)  http://4sq.com/bnqtrr,smell of indian curry powder  4 soon lee rd http 4sq combnqtrr,curry
"11 chin bee drive, Singapore",11 chin bee drive,,11,103.7152119,1.337182,28866245122,fishy smell. zzzz (@ 11 chin bee drive)  http://4sq.com/a9y9fd,fishy smell zzzz  11 chin bee drive http 4sq coma9y9fd,fishy
"mec, Singapore",mec,,MEC ,103.847078,1.2835879,27702093676,strong smell fr new coat of paint... (@ mec singapore)  http://4sq.com/ah0pwa,strong smell fr new coat of paint  mec singapore http 4sq comah0pwa,strong
"kopitiam t3, Singapore",kopitiam t3,,Kopitiam ,103.98517,1.354371,27573148795,i smell smth burning (@ kopitiam @ t3)  http://4sq.com/ce1v7m,i smell smth burning  kopitiam t3 http 4sq comce1v7m,
"ntuc fairprice telok blangah, Singapore",ntuc fairprice telok blangah,,NTUC FairPrice ,103.8090239,1.273512,26443226526,can smell my home lo!! (@ ntuc fairprice @ telok blangah)  http://4sq.com/9zqrgj,can smell my home lo  ntuc fairprice telok blangah http 4sq com9zqrgj,
"famous amos, Singapore",famous amos,,Famous ,103.8356806,1.3037223,26350044012,succumbed to temptation. could smell them from miles away! (@ famous amos)  http://4sq.com/cfdryu,succumbed to temptation could smell them from miles away  famous amos http 4sq comcfdryu,
"crazyworld cafe, Singapore",crazyworld cafe,,CrazyWorld ,103.8445657,1.2827699,26157943714,i'm hungry from the smell of waffles! (@ crazyworld cafe)  http://4sq.com/awexby,im hungry from the smell of waffles  crazyworld cafe http 4sq comawexby,
"the idea lab, Singapore",the idea lab,,The Idea Lab ,103.8940834,1.3329318,25196030961,hhhhm. i smell something... (@ the idea lab @ vertex)  http://4sq.com/a2jfpx,hhhhm i smell something  the idea lab vertex http 4sq coma2jfpx,
"313 somerset, Singapore",313 somerset,,313,103.8383582,1.3008856,24447508714,the restroom's entrance look grand but the smell is unbearable! (@ 313@somerset w/ 2 others)  http://4sq.com/7bcxl9,the restrooms entrance look grand but the smell is unbearable  313 somerset w 2 others http 4sq com7bcxl9,
